D,#R,#X,#Y,B4.mu,B4.lo,B4.sd,2B.mu,DEHB-6,DEHB-6_sd,DEHB-6_time,DEHB-12,DEHB-12_sd,DEHB-12_time,DEHB-18,DEHB-18_sd,DEHB-18_time,DEHB-24,DEHB-24_sd,DEHB-24_time,DEHB-50,DEHB-50_sd,DEHB-50_time,DEHB-100,DEHB-100_sd,DEHB-100_time,DEHB-200,DEHB-200_sd,DEHB-200_time,NSGAIII-6,NSGAIII-6_sd,NSGAIII-6_time,NSGAIII-12,NSGAIII-12_sd,NSGAIII-12_time,NSGAIII-18,NSGAIII-18_sd,NSGAIII-18_time,NSGAIII-24,NSGAIII-24_sd,NSGAIII-24_time,NSGAIII-50,NSGAIII-50_sd,NSGAIII-50_time,NSGAIII-100,NSGAIII-100_sd,NSGAIII-100_time,NSGAIII-200,NSGAIII-200_sd,NSGAIII-200_time,SMAC-6,SMAC-6_sd,SMAC-6_time,SMAC-12,SMAC-12_sd,SMAC-12_time,SMAC-18,SMAC-18_sd,SMAC-18_time,SMAC-24,SMAC-24_sd,SMAC-24_time,SMAC-50,SMAC-50_sd,SMAC-50_time,SMAC-100,SMAC-100_sd,SMAC-100_time,SMAC-200,SMAC-200_sd,SMAC-200_time,TPE-6,TPE-6_sd,TPE-6_time,TPE-12,TPE-12_sd,TPE-12_time,TPE-18,TPE-18_sd,TPE-18_time,TPE-24,TPE-24_sd,TPE-24_time,TPE-50,TPE-50_sd,TPE-50_time,TPE-100,TPE-100_sd,TPE-100_time,TPE-200,TPE-200_sd,TPE-200_time,ACT-6,ACT-6_sd,ACT-6_time,ACT-12,ACT-12_sd,ACT-12_time,ACT-18,ACT-18_sd,ACT-18_time,ACT-24,ACT-24_sd,ACT-24_time,ACT-50,ACT-50_sd,ACT-50_time,ACT-100,ACT-100_sd,ACT-100_time,ACT-200,ACT-200_sd,ACT-200_time,EZR-6,EZR-6_sd,EZR-6_time,EZR-12,EZR-12_sd,EZR-12_time,EZR-18,EZR-18_sd,EZR-18_time,EZR-24,EZR-24_sd,EZR-24_time,EZR-50,EZR-50_sd,EZR-50_time,EZR-100,EZR-100_sd,EZR-100_time,EZR-200,EZR-200_sd,EZR-200_time,KM++-6,KM++-6_sd,KM++-6_time,RAND-6,RAND-6_sd,RAND-6_time,KM++-12,KM++-12_sd,KM++-12_time,RAND-12,RAND-12_sd,RAND-12_time,KM++-18,KM++-18_sd,KM++-18_time,RAND-18,RAND-18_sd,RAND-18_time,KM++-24,KM++-24_sd,KM++-24_time,RAND-24,RAND-24_sd,RAND-24_time,KM++-50,KM++-50_sd,KM++-50_time,RAND-50,RAND-50_sd,RAND-50_time,KM++-100,KM++-100_sd,KM++-100_time,RAND-100,RAND-100_sd,RAND-100_time,KM++-200,KM++-200_sd,KM++-200_time,RAND-200,RAND-200_sd,RAND-200_time,Before,Before_sd, File
98, 10000, 5, 3, 54, 0, 36, 1, 39 c, 40, 87.84, 78 d, 0, 123.23, 78 d, 0, 104.74, 78 d, 0, 163.63, 78 d, 0, 222.16, 78 d, 0, 362.94, 39 c, 40, 565.01, 0 a, 0, 7.73, 4 a, 17, 15.41, 0 a, 0, 22.69, 0 a, 0, 35.69, 0 a, 0, 66.03, 0 a, 0, 144.29, 77 d, 0, 261.48, 50 c, 38, 801.75, 0 a, 0, 1403.63, 19 b, 35, 1602.37, 50 c, 38, 2206.93, 4 a, 17, 8178.76, 0 a, 0, 18277.60, 0 a, 0, 24977.62, 66 c, 29, 22.46, 0 a, 0, 47.81, 0 a, 0, 107.58, 0 a, 0, 131.68, 0 a, 0, 217.89, 31 b, 39, 498.14, 11 a, 27, 1134.18, 4 a, 18, 15.06, 0 a, 0, 23.24, 0 a, 0, 26.47, 0 a, 0, 29.66, 0 a, 0, 50.53, 0 a, 0, 107.40, 0 a, 0, 228.55, 12 a, 29, 14.89, 0 a, 0, 10.18, 0 a, 0, 14.87, 0 a, 0, 17.04, 0 a, 0, 20.32, 0 a, 0, 23.44, 0 a, 0, 42.25, 0 a, 0, 1.99, 8 a, 24, 0.06, 0 a, 0, 7.82, 0 a, 0, 0.05, 0 a, 0, 18.16, 0 a, 0, 0.08, 0 a, 0, 28.28, 0 a, 0, 0.11, 0 a, 0, 132.98, 0 a, 0, 0.18, 0 a, 0, 480.65, 0 a, 0, 0.34, 0 a, 0, 1558.07, 0 a, 0, 0.66, 54 c, 36, Health-ClosedPRs0005.csv
96, 10000, 5, 3, 56, 0, 20, 2, 60 d, 14, 90.16, 63 e, 1, 130.83, 63 e, 0, 150.43, 9 a, 22, 141.34, 63 e, 0, 226.25, 3 a, 14, 313.31, 50 d, 26, 571.57, 24 b, 30, 7.23, 9 a, 22, 17.33, 9 a, 22, 22.69, 0 a, 0, 28.74, 63 d, 0, 59.78, 0 a, 0, 126.00, 0 a, 0, 262.16, 24 b, 31, 2246.57, 37 c, 31, 1214.85, 37 c, 31, 1778.58, 63 d, 0, 2095.47, 0 a, 0, 8011.68, 0 a, 0, 18230.11, 0 a, 0, 23225.26, 43 c, 29, 29.16, 3 a, 14, 24.62, 3 a, 14, 66.69, 63 d, 0, 83.21, 63 d, 0, 239.19, 0 a, 0, 585.35, 0 a, 0, 1261.43, 15 b, 27, 14.78, 0 a, 0, 19.49, 0 a, 0, 25.72, 0 a, 0, 34.64, 0 a, 0, 57.87, 0 a, 0, 116.68, 0 a, 0, 175.55, 31 c, 32, 15.09, 6 a, 19, 17.65, 3 a, 14, 14.06, 0 a, 0, 14.47, 3 a, 14, 20.64, 0 a, 0, 29.57, 0 a, 0, 30.80, 21 b, 30, 1.97, 40 c, 30, 0.05, 12 a, 25, 8.21, 21 b, 30, 0.06, 12 a, 25, 16.62, 3 a, 14, 0.10, 3 a, 14, 30.11, 0 a, 0, 0.12, 0 a, 0, 139.46, 0 a, 0, 0.18, 0 a, 0, 464.35, 0 a, 0, 0.35, 0 a, 0, 1515.28, 0 a, 0, 0.69, 56 d, 20, Health-ClosedPRs0007.csv
81, 10000, 5, 3, 55, 16, 12, 23, 52 d, 11, 155.43, 39 c, 8, 154.07, 33 b, 9, 147.44, 56 e, 10, 239.33, 33 b, 9, 359.95, 35 b, 10, 576.99, 31 b, 12, 716.72, 48 d, 2, 8.64, 32 b, 8, 19.27, 27 a, 5, 26.32, 27 a, 5, 43.88, 36 c, 8, 94.81, 23 a, 2, 133.71, 22 a, 2, 387.39, 36 c, 9, 682.97, 33 b, 8, 1477.68, 30 b, 8, 1157.41, 26 a, 5, 2147.44, 24 a, 3, 6913.64, 21 a, 2, 17421.78, 21 a, 2, 25783.20, 46 d, 9, 22.01, 28 b, 5, 25.29, 27 a, 5, 84.66, 25 a, 2, 114.38, 24 a, 2, 243.95, 25 a, 5, 605.44, 20 a, 2, 1083.82, 40 c, 10, 13.62, 32 b, 8, 18.69, 28 b, 7, 22.55, 26 a, 5, 37.92, 23 a, 4, 51.65, 21 a, 2, 106.97, 18 a, 3, 225.40, 38 c, 11, 12.51, 33 b, 9, 13.92, 30 b, 8, 17.04, 28 b, 7, 16.25, 24 a, 3, 18.26, 22 a, 3, 30.27, 21 a, 3, 47.44, 40 c, 9, 2.08, 38 c, 9, 0.03, 35 b, 6, 7.11, 34 b, 8, 0.06, 31 b, 7, 16.72, 30 b, 6, 0.13, 30 b, 6, 56.19, 30 b, 7, 0.10, 25 a, 3, 122.68, 26 a, 5, 0.21, 24 a, 3, 457.62, 23 a, 2, 0.37, 22 a, 3, 1508.22, 23 a, 2, 0.65, 55 e, 12, Health-ClosedIssues0008.csv
98, 10000, 5, 3, 53, 0, 37, 1, 0 a, 0, 142.07, 0 a, 0, 118.87, 4 a, 18, 127.79, 0 a, 0, 204.29, 0 a, 0, 254.29, 80 d, 0, 401.64, 76 d, 16, 656.11, 0 a, 0, 8.15, 0 a, 0, 14.65, 79 d, 0, 21.69, 0 a, 0, 29.64, 0 a, 0, 85.75, 68 d, 25, 135.79, 0 a, 0, 324.16, 32 b, 40, 2404.01, 40 b, 41, 1240.78, 12 a, 29, 2699.54, 4 a, 18, 5143.29, 0 a, 0, 15213.04, 0 a, 0, 18113.59, 59 c, 35, 25532.84, 79 d, 0, 25.38, 24 b, 37, 43.99, 0 a, 0, 72.78, 79 d, 0, 141.83, 0 a, 0, 223.25, 0 a, 0, 406.72, 16 b, 32, 918.55, 8 a, 24, 13.93, 0 a, 0, 20.76, 0 a, 0, 24.70, 0 a, 0, 30.85, 0 a, 0, 63.27, 0 a, 0, 93.36, 0 a, 0, 229.97, 8 a, 24, 16.05, 0 a, 0, 17.90, 0 a, 0, 15.50, 0 a, 0, 14.22, 0 a, 0, 21.46, 0 a, 0, 23.43, 0 a, 0, 29.90, 0 a, 0, 2.00, 8 a, 24, 0.05, 0 a, 0, 35.96, 0 a, 0, 0.07, 0 a, 0, 16.34, 0 a, 0, 0.09, 0 a, 0, 29.75, 0 a, 0, 0.11, 0 a, 0, 122.37, 0 a, 0, 0.19, 0 a, 0, 463.02, 0 a, 0, 0.34, 0 a, 0, 1509.69, 0 a, 0, 0.66, 53 c, 37, Health-ClosedPRs0011.csv
95, 1460, 77, 4, 63, 21, 6, 23, 52 f, 4, 249.00, 46 e, 14, 288.21, 54 g, 12, 360.28, 45 e, 9, 427.40, 50 f, 16, 922.84, 57 g, 6, 1393.99, 57 g, 5, 1912.95, 52 f, 7, 168.29, 51 f, 4, 402.17, 43 d, 10, 673.04, 41 d, 11, 984.58, 45 e, 7, 1675.67, 31 b, 11, 4175.19, 23 a, 6, 8358.58, 56 g, 3, 5578.79, 53 f, 5, 8636.06, 48 e, 6, 14544.02, 47 e, 8, 15733.67, 48 e, 4, 21787.10, 40 d, 8, 60184.36, 32 b, 11, 107318.34, 44 d, 9, 121.13, 46 e, 5, 322.44, 45 e, 10, 782.91, 42 d, 7, 997.97, 36 c, 7, 3566.96, 36 c, 7, 6958.76, 33 b, 8, 16258.01, 56 g, 7, 26.01, 56 g, 7, 66.11, 55 g, 7, 145.58, 55 g, 6, 153.16, 54 g, 6, 473.28, 53 f, 7, 940.35, 51 f, 8, 1550.58, 58 h, 4, 18.77, 54 g, 7, 27.24, 48 e, 8, 51.37, 45 e, 8, 50.35, 40 c, 8, 89.99, 37 c, 7, 219.71, 33 b, 3, 404.21, 52 f, 9, 13.20, 54 g, 4, 0.03, 53 g, 4, 54.85, 50 f, 7, 0.06, 50 f, 6, 117.66, 51 f, 6, 0.09, 51 f, 4, 185.53, 50 f, 5, 0.11, 44 d, 7, 482.19, 47 e, 5, 0.20, 42 d, 6, 602.52, 44 d, 8, 0.36, 34 b, 9, 381.39, 36 c, 9, 0.72, 63 i, 6, home_data_for_ml_course.csv
47, 10000, 5, 3, 76, 0, 19, 40, 54 b, 12, 177.61, 85 d, 12, 212.11, 90 e, 2, 176.41, 54 b, 12, 223.34, 86 e, 14, 241.73, 62 c, 24, 396.07, 88 e, 3, 599.57, 50 b, 1, 7.65, 49 b, 4, 16.24, 48 b, 6, 22.26, 49 b, 3, 29.15, 50 b, 3, 59.13, 48 b, 5, 155.67, 42 a, 11, 276.78, 63 c, 19, 933.29, 89 e, 0, 2094.64, 48 b, 8, 4260.51, 48 b, 8, 4684.15, 48 b, 8, 8650.11, 38 a, 19, 17131.11, 38 a, 18, 24045.09, 50 b, 1, 17.87, 49 b, 4, 38.54, 81 d, 16, 59.97, 71 d, 31, 103.00, 49 b, 4, 182.43, 35 a, 32, 499.73, 45 a, 7, 1019.22, 53 b, 13, 14.61, 45 a, 10, 21.09, 44 a, 10, 30.42, 43 a, 10, 30.91, 40 a, 11, 64.93, 37 a, 11, 118.99, 34 a, 12, 225.88, 60 c, 17, 13.78, 50 b, 0, 14.44, 45 a, 14, 13.36, 50 b, 0, 14.05, 48 b, 5, 17.58, 38 a, 11, 23.16, 39 a, 15, 38.19, 50 b, 0, 1.88, 54 b, 12, 0.04, 49 b, 7, 9.10, 50 b, 0, 0.06, 49 b, 6, 16.26, 50 b, 0, 0.08, 49 b, 5, 29.77, 49 b, 5, 0.11, 44 a, 10, 122.00, 50 b, 1, 0.19, 40 a, 14, 475.32, 47 b, 8, 0.37, 37 a, 14, 1547.56, 42 a, 14, 0.65, 76 d, 19, Health-Commits0002.csv
81, 10000, 5, 3, 46, 18, 6, 23, 38 e, 8, 126.45, 41 e, 10, 139.91, 34 d, 6, 182.95, 43 f, 7, 231.83, 36 d, 9, 256.31, 43 f, 9, 374.64, 26 b, 7, 523.15, 43 e, 7, 8.35, 35 d, 2, 18.12, 31 c, 6, 20.92, 33 c, 8, 28.29, 30 c, 6, 68.97, 32 c, 6, 222.91, 25 a, 5, 325.42, 36 d, 4, 2600.64, 35 d, 4, 3531.37, 35 d, 6, 4210.52, 32 c, 6, 4860.09, 32 c, 7, 9980.32, 23 a, 5, 16765.87, 22 a, 2, 24458.97, 39 e, 7, 14.07, 33 c, 6, 59.54, 36 d, 6, 115.63, 34 d, 5, 100.92, 29 c, 6, 277.25, 25 a, 6, 445.55, 23 a, 5, 1416.33, 40 e, 8, 13.88, 31 c, 6, 20.49, 30 c, 7, 26.29, 28 b, 7, 27.47, 25 a, 7, 51.02, 25 a, 8, 98.73, 22 a, 7, 175.00, 41 e, 7, 14.06, 37 d, 6, 17.73, 36 d, 5, 10.30, 32 c, 6, 16.15, 28 b, 6, 19.27, 24 a, 5, 24.73, 20 a, 2, 42.69, 37 d, 7, 2.18, 38 d, 6, 0.04, 35 d, 6, 8.58, 37 d, 4, 0.07, 31 c, 7, 17.30, 34 d, 6, 0.09, 32 c, 6, 39.10, 32 c, 6, 0.10, 26 b, 6, 131.13, 29 c, 6, 0.19, 24 a, 4, 449.17, 26 b, 5, 0.35, 23 a, 6, 1522.63, 23 a, 2, 0.66, 46 g, 6, Health-Commits0008.csv
60, 10000, 5, 3, 49, 9, 21, 25, 40 b, 17, 120.98, 69 d, 10, 176.57, 35 b, 5, 168.23, 81 e, 0, 208.06, 50 c, 10, 335.13, 48 b, 30, 376.93, 39 b, 14, 647.42, 32 a, 2, 8.09, 30 a, 3, 20.14, 28 a, 3, 20.69, 27 a, 5, 41.37, 51 c, 9, 83.11, 25 a, 3, 240.80, 34 b, 12, 255.88, 30 a, 4, 1690.62, 29 a, 4, 2884.00, 25 a, 5, 3933.24, 25 a, 4, 4963.11, 23 a, 4, 10512.60, 21 a, 4, 17313.38, 19 a, 3, 26344.73, 30 a, 3, 22.85, 28 a, 3, 56.36, 24 a, 4, 46.48, 26 a, 4, 103.81, 25 a, 4, 320.95, 22 a, 3, 686.71, 18 a, 3, 1488.59, 31 a, 3, 13.33, 28 a, 5, 21.21, 26 a, 5, 26.03, 26 a, 5, 27.04, 24 a, 4, 58.31, 22 a, 5, 109.32, 19 a, 3, 213.92, 30 a, 3, 13.44, 29 a, 4, 15.06, 27 a, 6, 18.84, 28 a, 4, 14.16, 25 a, 3, 19.01, 22 a, 5, 30.35, 20 a, 4, 42.94, 30 a, 4, 1.98, 30 a, 3, 0.05, 27 a, 4, 7.52, 27 a, 5, 0.06, 26 a, 6, 18.88, 27 a, 5, 0.10, 27 a, 4, 28.30, 26 a, 4, 0.10, 24 a, 4, 156.00, 22 a, 4, 0.19, 21 a, 4, 535.03, 20 a, 4, 0.36, 20 a, 4, 1522.04, 18 a, 4, 0.66, 49 c, 21, Health-Commits0006.csv
97, 10000, 5, 3, 54, 2, 36, 4, 14 a, 28, 120.94, 60 c, 34, 125.91, 79 d, 0, 164.90, 79 d, 0, 183.86, 2 a, 0, 264.22, 79 d, 0, 322.43, 79 d, 0, 503.14, 2 a, 0, 9.38, 2 a, 0, 16.11, 2 a, 0, 23.56, 78 d, 0, 31.05, 2 a, 0, 63.07, 2 a, 0, 141.14, 2 a, 0, 296.83, 14 a, 28, 742.14, 2 a, 0, 1441.64, 25 b, 36, 1514.26, 2 a, 0, 2325.06, 2 a, 0, 6722.10, 2 a, 0, 17629.21, 2 a, 0, 27696.88, 79 d, 0, 17.15, 2 a, 0, 50.62, 75 d, 15, 82.78, 71 d, 22, 104.72, 2 a, 0, 268.45, 2 a, 0, 512.26, 2 a, 0, 1023.58, 10 a, 23, 14.15, 3 a, 1, 21.64, 3 a, 1, 22.91, 3 a, 1, 29.64, 3 a, 2, 52.21, 4 a, 4, 99.34, 4 a, 2, 178.38, 14 a, 28, 15.67, 6 a, 17, 17.03, 3 a, 2, 15.63, 3 a, 5, 18.08, 3 a, 1, 18.79, 4 a, 5, 20.44, 3 a, 2, 36.83, 2 a, 0, 1.94, 10 a, 24, 0.04, 2 a, 0, 7.90, 2 a, 0, 0.06, 2 a, 0, 17.38, 2 a, 0, 0.08, 2 a, 0, 29.05, 2 a, 0, 0.12, 2 a, 0, 121.68, 2 a, 0, 0.19, 2 a, 0, 461.04, 2 a, 0, 0.34, 2 a, 0, 1532.00, 2 a, 0, 0.66, 54 c, 36, Health-ClosedPRs0002.csv
93, 10000, 5, 3, 83, 28, 15, 31, 90 f, 4, 135.39, 91 f, 2, 121.95, 56 c, 24, 175.53, 49 b, 24, 248.71, 41 b, 22, 247.19, 39 a, 20, 372.20, 79 e, 12, 523.34, 53 c, 23, 7.29, 88 e, 5, 15.95, 34 a, 17, 20.67, 39 a, 20, 32.50, 32 a, 14, 62.34, 28 a, 0, 194.25, 50 b, 23, 350.02, 65 d, 26, 825.35, 64 d, 25, 1288.39, 56 c, 24, 1623.54, 66 d, 21, 2975.68, 32 a, 14, 7686.52, 34 a, 17, 18210.93, 30 a, 10, 24117.84, 39 a, 20, 26.16, 46 b, 23, 29.36, 52 b, 23, 86.92, 34 a, 17, 114.45, 84 e, 7, 187.57, 28 a, 0, 532.54, 28 a, 0, 1443.51, 60 c, 22, 14.46, 32 a, 13, 20.41, 32 a, 13, 24.39, 32 a, 13, 28.64, 32 a, 13, 52.22, 32 a, 14, 96.71, 30 a, 11, 184.55, 59 c, 24, 12.38, 41 b, 21, 11.22, 35 a, 18, 15.09, 32 a, 14, 14.26, 28 a, 0, 16.96, 28 a, 0, 23.07, 28 a, 0, 38.48, 57 c, 22, 1.91, 66 d, 20, 0.05, 57 c, 22, 9.42, 53 b, 23, 0.07, 46 b, 23, 16.87, 43 b, 22, 0.09, 34 a, 17, 29.31, 38 a, 19, 0.12, 28 a, 0, 122.33, 28 a, 0, 0.22, 28 a, 0, 452.27, 28 a, 0, 0.34, 28 a, 0, 1535.18, 28 a, 0, 0.67, 83 e, 15, Health-ClosedPRs0004.csv
97, 5160, 9, 1, 76, 0, 37, 3, 82 d, 34, 133.31, 58 c, 47, 130.23, 58 c, 47, 274.98, 65 c, 40, 213.11, 65 c, 40, 426.75, 73 c, 34, 583.50, 52 c, 44, 1037.85, 30 b, 30, 308.34, 8 a, 18, 652.46, 2 a, 11, 1132.75, 0 a, 0, 1507.81, 0 a, 0, 3202.23, 0 a, 0, 7153.00, 0 a, 0, 19496.75, 10 a, 21, 41333.93, 25 b, 26, 2530.75, 13 a, 22, 14869.24, 5 a, 15, 10196.29, 8 a, 18, 799.58, 0 a, 0, 2027.28, 0 a, 0, 5232.58, 12 a, 22, 176.81, 5 a, 15, 439.50, 0 a, 0, 607.23, 0 a, 0, 922.17, 0 a, 0, 2306.88, 0 a, 0, 4214.25, 0 a, 0, 13092.16, 20 b, 25, 15.94, 2 a, 11, 25.00, 0 a, 0, 35.41, 0 a, 0, 43.05, 0 a, 0, 85.68, 0 a, 0, 164.93, 0 a, 0, 309.27, 25 b, 38, 12.76, 10 a, 21, 16.86, 5 a, 15, 20.13, 10 a, 26, 19.64, 0 a, 0, 23.57, 0 a, 0, 26.72, 0 a, 0, 72.19, 25 b, 34, 3.45, 35 b, 40, 0.03, 18 b, 34, 14.05, 8 a, 24, 0.05, 2 a, 11, 29.09, 5 a, 15, 0.07, 0 a, 0, 89.48, 0 a, 0, 0.08, 0 a, 0, 190.54, 0 a, 0, 0.14, 0 a, 0, 595.44, 0 a, 0, 0.29, 0 a, 0, 1121.03, 0 a, 0, 0.49, 76 d, 37, dataset600.csv
76, 10000, 5, 3, 85, 49, 6, 58, 86 e, 0, 86.86, 85 e, 7, 94.90, 84 d, 9, 178.89, 69 b, 14, 188.81, 72 c, 15, 276.57, 69 b, 15, 313.14, 74 c, 14, 618.34, 82 d, 10, 7.39, 72 c, 14, 14.94, 85 e, 5, 23.58, 63 b, 12, 27.26, 79 d, 11, 55.49, 57 a, 1, 122.40, 57 a, 1, 402.72, 80 d, 12, 630.38, 84 d, 6, 1076.39, 73 c, 15, 1915.29, 71 c, 14, 3236.71, 62 a, 12, 7578.49, 60 a, 9, 17849.26, 56 a, 3, 26073.68, 82 d, 10, 22.88, 73 c, 14, 22.00, 83 d, 8, 57.66, 70 b, 14, 130.99, 60 a, 9, 251.92, 64 b, 12, 451.95, 65 b, 15, 1323.16, 79 d, 12, 12.98, 67 b, 13, 19.77, 64 b, 12, 28.18, 62 a, 11, 35.38, 58 a, 7, 56.15, 57 a, 7, 120.87, 57 a, 7, 232.19, 80 d, 12, 13.88, 72 c, 14, 20.99, 67 b, 14, 11.75, 66 b, 12, 16.51, 62 b, 10, 21.35, 57 a, 1, 22.19, 56 a, 3, 39.56, 79 d, 13, 2.03, 81 d, 10, 0.06, 69 b, 14, 8.37, 80 d, 11, 0.07, 68 b, 14, 19.84, 71 c, 14, 0.10, 63 b, 11, 31.13, 65 b, 13, 0.12, 58 a, 7, 125.69, 59 a, 7, 0.21, 57 a, 1, 483.17, 57 a, 2, 0.35, 56 a, 2, 1539.20, 57 a, 1, 0.66, 85 e, 6, Health-ClosedPRs0008.csv
97, 10000, 5, 3, 66, 0, 35, 2, 43 c, 45, 99.67, 82 e, 20, 159.71, 8 a, 24, 166.40, 82 e, 19, 198.09, 87 e, 1, 341.92, 0 a, 0, 455.82, 17 a, 36, 535.89, 85 e, 1, 8.67, 0 a, 0, 14.29, 0 a, 0, 27.34, 0 a, 0, 32.53, 0 a, 0, 65.74, 0 a, 0, 190.95, 0 a, 0, 275.23, 59 c, 39, 762.47, 40 c, 41, 1315.67, 7 a, 22, 1605.12, 4 a, 19, 2495.31, 8 a, 26, 6945.92, 0 a, 0, 18499.47, 0 a, 0, 24113.27, 86 e, 1, 33.51, 0 a, 0, 40.52, 79 e, 19, 58.86, 0 a, 0, 99.86, 0 a, 0, 302.65, 0 a, 0, 604.90, 16 a, 33, 1220.15, 9 a, 26, 15.48, 0 a, 0, 17.61, 0 a, 0, 27.34, 0 a, 0, 32.41, 0 a, 0, 58.36, 0 a, 0, 109.67, 0 a, 0, 210.00, 16 a, 32, 15.47, 0 a, 0, 8.71, 0 a, 0, 13.58, 0 a, 0, 16.15, 0 a, 0, 21.65, 0 a, 0, 28.26, 0 a, 0, 33.98, 7 a, 22, 1.91, 19 b, 34, 0.04, 0 a, 0, 7.75, 11 a, 26, 0.07, 0 a, 0, 17.71, 0 a, 0, 0.09, 0 a, 0, 29.28, 0 a, 0, 0.12, 0 a, 0, 122.70, 0 a, 0, 0.19, 0 a, 0, 473.11, 0 a, 0, 0.36, 0 a, 0, 1521.56, 0 a, 0, 0.67, 66 d, 35, Health-ClosedIssues0011.csv
84, 2938, 20, 2, 39, 1, 18, 7, 35 c, 9, 144.88, 35 c, 4, 177.94, 31 c, 6, 195.79, 31 c, 4, 227.47, 29 c, 6, 358.63, 23 b, 9, 669.69, 16 b, 7, 1051.01, 35 c, 5, 222.98, 29 c, 6, 458.73, 29 c, 5, 697.83, 28 c, 5, 958.29, 24 b, 5, 2719.06, 23 b, 5, 4809.07, 11 a, 5, 10728.62, 33 c, 7, 3082.31, 37 c, 8, 1363.27, 33 c, 4, 1616.57, 34 c, 7, 1853.45, 28 c, 7, 2922.05, 28 c, 5, 7577.27, 20 b, 7, 13219.17, 15 b, 5, 143.14, 18 b, 8, 288.85, 22 b, 9, 515.43, 10 a, 4, 929.15, 7 a, 3, 1643.27, 7 a, 3, 3878.76, 6 a, 3, 12995.75, 17 b, 5, 14.58, 14 b, 6, 26.76, 13 a, 5, 50.95, 10 a, 6, 55.67, 6 a, 4, 135.70, 3 a, 2, 216.84, 2 a, 1, 607.15, 18 b, 6, 10.92, 12 a, 6, 15.99, 10 a, 4, 28.67, 7 a, 4, 29.55, 4 a, 2, 30.81, 2 a, 1, 52.79, 2 a, 1, 142.98, 20 b, 7, 5.17, 15 b, 6, 0.03, 15 b, 5, 20.81, 20 b, 7, 0.05, 13 a, 4, 50.95, 15 b, 4, 0.08, 11 a, 5, 87.62, 12 a, 4, 0.08, 9 a, 5, 286.84, 9 a, 3, 0.15, 6 a, 4, 721.60, 7 a, 3, 0.31, 4 a, 2, 1017.49, 4 a, 2, 0.62, 39 d, 18, Life_Expectancy_Data.csv
81, 10000, 5, 3, 61, 10, 5, 19, 53 g, 7, 100.11, 64 k, 1, 157.31, 54 g, 7, 174.43, 56 h, 8, 132.99, 53 g, 11, 320.10, 51 g, 8, 489.64, 41 e, 14, 716.14, 56 h, 2, 9.65, 54 h, 4, 21.92, 52 g, 6, 22.22, 51 g, 5, 28.89, 54 g, 7, 56.51, 43 e, 6, 163.93, 34 d, 13, 265.08, 58 i, 5, 774.01, 48 f, 10, 1003.65, 42 e, 10, 1919.83, 42 e, 14, 4300.57, 37 d, 12, 8533.12, 25 b, 10, 17470.28, 19 a, 5, 24225.02, 62 j, 2, 24.52, 50 g, 8, 39.27, 53 g, 6, 65.38, 50 g, 5, 92.01, 46 f, 11, 212.66, 36 d, 12, 484.21, 26 b, 10, 1196.73, 54 g, 6, 13.63, 45 f, 8, 20.60, 41 e, 9, 28.52, 40 d, 10, 30.35, 34 d, 11, 64.03, 27 b, 12, 106.68, 20 a, 16, 179.33, 51 g, 11, 19.52, 52 g, 6, 14.89, 49 f, 10, 19.66, 47 f, 8, 18.21, 38 d, 13, 25.14, 29 c, 12, 20.37, 22 b, 6, 51.16, 55 h, 5, 2.24, 54 h, 6, 0.04, 49 f, 6, 9.04, 52 g, 5, 0.07, 47 f, 7, 17.70, 48 f, 10, 0.10, 46 f, 9, 29.52, 47 f, 7, 0.10, 40 e, 11, 124.66, 46 f, 8, 0.20, 37 d, 9, 485.74, 40 d, 8, 0.37, 36 d, 8, 1552.23, 36 d, 9, 0.67, 61 j, 5, Health-ClosedPRs0010.csv
43, 10000, 5, 3, 34, 13, 6, 25, 32 c, 3, 129.37, 29 b, 3, 160.03, 30 b, 3, 170.47, 27 a, 2, 207.21, 34 d, 8, 269.62, 25 a, 3, 397.05, 29 b, 7, 679.98, 31 c, 1, 7.96, 28 b, 2, 22.79, 27 a, 2, 31.95, 26 a, 1, 30.81, 25 a, 1, 76.87, 23 a, 4, 158.61, 24 a, 2, 341.96, 30 b, 3, 510.20, 28 b, 2, 1002.11, 26 a, 5, 1386.86, 29 b, 2, 2028.96, 25 a, 3, 4473.82, 26 a, 2, 16326.85, 24 a, 4, 27264.34, 31 c, 2, 14.49, 28 b, 3, 29.83, 27 a, 2, 82.68, 31 c, 1, 78.83, 25 a, 5, 279.27, 28 b, 3, 572.62, 23 a, 6, 938.24, 30 b, 2, 14.94, 30 b, 2, 23.38, 29 b, 2, 29.57, 28 b, 3, 32.75, 26 a, 4, 62.82, 26 a, 4, 115.88, 25 a, 5, 225.66, 31 c, 2, 13.15, 29 b, 3, 9.46, 29 b, 3, 15.04, 29 b, 3, 15.54, 26 a, 4, 17.55, 24 a, 4, 26.86, 23 a, 4, 36.10, 29 b, 2, 2.30, 30 b, 2, 0.05, 28 b, 1, 7.44, 28 b, 2, 0.07, 27 a, 2, 44.65, 27 b, 1, 0.10, 27 a, 2, 28.39, 27 a, 2, 0.10, 25 a, 2, 143.68, 26 a, 1, 0.20, 24 a, 3, 459.17, 25 a, 2, 2.18, 24 a, 2, 1489.67, 22 a, 4, 0.65, 34 d, 6, Health-ClosedIssues0004.csv
